X.chrom	chromStart	chromEnd	gene_id	score	strand	name	exonic_length
12	93659793	93659872	ENSG00000201502.1	.	+	SNORD74	80
12	107768524	107768604	ENSG00000200897.1	.	+	SNORD74	81
15	86716429	86716501	ENSG00000200206.1	.	-	SNORD74	73
21	17657017	17657089	ENSG00000201025.1	.	-	SNORD74	73
X	28942186	28942255	ENSG00000201666.1	.	+	SNORD74	70
2	42667517	42667576	ENSG00000221300.1	.	+	SNORD75	60
4	78623900	78623957	ENSG00000221711.1	.	-	SNORD75	58
3	46692000	46692080	ENSG00000251967.1	.	+	SNORD77	81
8	101016811	101016877	ENSG00000212414.1	.	+	SNORD77	67
15	33262928	33262992	ENSG00000212415.1	.	+	SNORD77	65
15	74783300	74783369	ENSG00000212279.2	.	-	SNORD77	70
X	45752347	45752414	ENSG00000212347.2	.	-	SNORD77	68
1	173834760	173834824	ENSG00000208317.1	.	-	SNORD78	65
2	57771670	57771734	ENSG00000212168.1	.	+	SNORD78	65
2	72987663	72987731	ENSG00000212378.1	.	+	SNORD78	69
1	86057963	86058039	ENSG00000199934.1	.	+	SNORD81	77
5	18236232	18236305	ENSG00000212278.1	.	+	SNORD81	74
7	136972434	136972509	ENSG00000202023.1	.	+	SNORD81	76
12	54185089	54185131	ENSG00000223213.1	.	+	SNORD81	43
5	180670312	180670379	ENSG00000264549.1	.	-	SNORD95	68
9	84503833	84503900	ENSG00000200969.1	.	+	SNORD95	68
2	125886409	125886490	ENSG00000201853.1	.	+	snosnR60_Z15	82
7	131600994	131601081	ENSG00000252849.1	.	-	snosnR60_Z15	88
1	193026411	193026545	ENSG00000238754.1	.	-	snoU109	135
2	75716702	75716836	ENSG00000238410.1	.	+	snoU109	135
7	107243808	107243952	ENSG00000238832.1	.	+	snoU109	145
15	92960777	92960919	ENSG00000239197.1	.	+	snoU109	143
16	68664126	68664257	ENSG00000252040.1	.	-	snoU109	132
16	68664754	68664871	ENSG00000252640.1	.	-	snoU109	118
18	2555357	2555491	ENSG00000238575.1	.	+	snoU109	135
1	6812779	6812881	ENSG00000239166.1	.	+	snoU13	103
1	11229564	11229670	ENSG00000271794.1	.	-	snoU13	107
1	12799693	12799796	ENSG00000238771.1	.	+	snoU13	104
1	16237392	16237492	ENSG00000238818.1	.	+	snoU13	101
1	17776259	17776359	ENSG00000239020.1	.	+	snoU13	101
1	19858664	19858768	ENSG00000239027.1	.	-	snoU13	105
1	24208745	24208842	ENSG00000238538.1	.	+	snoU13	98
1	24993474	24993578	ENSG00000238986.1	.	-	snoU13	105
1	25672765	25672868	ENSG00000238889.1	.	-	snoU13	104
1	26968777	26968880	ENSG00000238316.1	.	-	snoU13	104
1	28843988	28844087	ENSG00000238821.1	.	+	snoU13	100
1	38215874	38215974	ENSG00000238871.1	.	+	snoU13	101
1	45824324	45824420	ENSG00000238945.1	.	-	snoU13	97
1	49617064	49617175	ENSG00000239144.1	.	+	snoU13	112
1	51696925	51697028	ENSG00000238618.1	.	-	snoU13	104
1	52877114	52877194	ENSG00000239063.1	.	+	snoU13	81
1	66037232	66037335	ENSG00000238931.1	.	+	snoU13	104
1	90233771	90233877	ENSG00000239176.1	.	-	snoU13	107
1	94616974	94617077	ENSG00000238389.1	.	+	snoU13	104
1	101694220	101694321	ENSG00000238296.1	.	-	snoU13	102
1	112738124	112738228	ENSG00000239111.1	.	+	snoU13	105
1	112913626	112913729	ENSG00000238761.1	.	+	snoU13	104
1	113195210	113195310	ENSG00000238975.1	.	+	snoU13	101
1	119801664	119801764	ENSG00000238679.1	.	+	snoU13	101
1	150234093	150234196	ENSG00000238526.1	.	+	snoU13	104
1	153726600	153726703	ENSG00000238511.1	.	-	snoU13	104
1	155385349	155385453	ENSG00000238805.1	.	-	snoU13	105
1	156499122	156499221	ENSG00000238843.1	.	+	snoU13	100
1	167010672	167010773	ENSG00000238325.1	.	+	snoU13	102
1	171451046	171451148	ENSG00000238859.1	.	+	snoU13	103
1	173250216	173250309	ENSG00000251817.1	.	+	snoU13	94
1	173629236	173629339	ENSG00000238430.1	.	-	snoU13	104
1	174169267	174169368	ENSG00000238872.1	.	-	snoU13	102
1	202166756	202166859	ENSG00000238571.1	.	-	snoU13	104
1	202200792	202200892	ENSG00000239046.1	.	+	snoU13	101
1	207212039	207212145	ENSG00000238401.1	.	-	snoU13	107
1	220160853	220160956	ENSG00000238798.1	.	-	snoU13	104
1	220310506	220310608	ENSG00000238576.1	.	+	snoU13	103
1	223085186	223085289	ENSG00000239054.1	.	-	snoU13	104
1	224524493	224524591	ENSG00000238856.1	.	+	snoU13	99
1	226491963	226492064	ENSG00000238545.1	.	+	snoU13	102
1	226503762	226503865	ENSG00000239094.1	.	-	snoU13	104
1	231031178	231031250	ENSG00000238985.1	.	-	snoU13	73
1	236464280	236464351	ENSG00000252638.1	.	+	snoU13	72
2	3079444	3079544	ENSG00000238722.1	.	-	snoU13	101
2	9119024	9119128	ENSG00000238888.1	.	+	snoU13	105
2	9672371	9672474	ENSG00000238462.1	.	-	snoU13	104
2	16043792	16043895	ENSG00000238371.1	.	+	snoU13	104
2	44466707	44466800	ENSG00000239052.1	.	-	snoU13	94
2	54066862	54066966	ENSG00000238756.1	.	-	snoU13	105
2	57243196	57243299	ENSG00000238690.1	.	-	snoU13	104
2	62492130	62492233	ENSG00000238809.1	.	+	snoU13	104
2	65135721	65135820	ENSG00000238696.1	.	-	snoU13	100
2	69894491	69894593	ENSG00000238708.1	.	+	snoU13	103
2	70139827	70139931	ENSG00000238465.1	.	+	snoU13	105
2	70182777	70182879	ENSG00000239072.1	.	+	snoU13	103
2	71157470	71157545	ENSG00000239064.1	.	-	snoU13	76
2	75645972	75646075	ENSG00000238521.1	.	-	snoU13	104
2	75862267	75862370	ENSG00000239018.1	.	+	snoU13	104
2	88310621	88310721	ENSG00000238979.1	.	-	snoU13	101
2	88606879	88606982	ENSG00000239049.1	.	+	snoU13	104
2	97647019	97647121	ENSG00000238760.1	.	-	snoU13	103
2	101193931	101194019	ENSG00000238328.1	.	+	snoU13	89
2	113028848	113028944	ENSG00000238951.1	.	-	snoU13	97
2	114605710	114605813	ENSG00000239077.1	.	-	snoU13	104
2	115038661	115038752	ENSG00000238520.1	.	-	snoU13	92
2	120674894	120675000	ENSG00000238368.1	.	+	snoU13	107
2	122463543	122463633	ENSG00000238341.1	.	-	snoU13	91
2	130184995	130185098	ENSG00000238546.1	.	+	snoU13	104
2	135823202	135823304	ENSG00000238337.1	.	-	snoU13	103
2	148081539	148081643	ENSG00000238860.1	.	+	snoU13	105
2	157266656	157266758	ENSG00000238543.1	.	-	snoU13	103
2	157278707	157278811	ENSG00000238481.1	.	+	snoU13	105
2	162415054	162415156	ENSG00000238570.1	.	+	snoU13	103
2	167215240	167215343	ENSG00000238662.1	.	+	snoU13	104
2	172002840	172002937	ENSG00000238567.1	.	+	snoU13	98
2	173020757	173020848	ENSG00000238572.1	.	-	snoU13	92
2	173556027	173556130	ENSG00000239041.1	.	+	snoU13	104
2	178210586	178210689	ENSG00000238295.1	.	-	snoU13	104
2	179990263	179990364	ENSG00000238339.1	.	-	snoU13	102
2	184814060	184814163	ENSG00000238306.1	.	-	snoU13	104
2	197079943	197080046	ENSG00000239161.1	.	-	snoU13	104
2	202946598	202946701	ENSG00000238770.1	.	+	snoU13	104
2	208938785	208938886	ENSG00000238582.1	.	-	snoU13	102
2	216167489	216167587	ENSG00000238663.1	.	+	snoU13	99
2	219049702	219049805	ENSG00000238428.1	.	-	snoU13	104
2	219193303	219193403	ENSG00000238736.1	.	+	snoU13	101
2	223562615	223562719	ENSG00000238852.1	.	-	snoU13	105
2	233543673	233543775	ENSG00000239170.1	.	+	snoU13	103
3	4920283	4920386	ENSG00000239126.1	.	-	snoU13	104
3	10175069	10175172	ENSG00000238642.1	.	+	snoU13	104
3	10182834	10182931	ENSG00000238345.1	.	+	snoU13	98
3	12674233	12674333	ENSG00000239140.1	.	+	snoU13	101
3	15358127	15358229	ENSG00000238891.1	.	+	snoU13	103
3	32214148	32214252	ENSG00000238646.1	.	+	snoU13	105
3	37238232	37238335	ENSG00000238929.1	.	+	snoU13	104
3	47130098	47130169	ENSG00000251938.1	.	+	snoU13	72
3	47292013	47292116	ENSG00000239128.1	.	-	snoU13	104
3	47507839	47507938	ENSG00000238350.1	.	+	snoU13	100
3	53317216	53317319	ENSG00000238565.1	.	-	snoU13	104
3	57455872	57455977	ENSG00000238905.1	.	-	snoU13	106
3	72622116	72622219	ENSG00000238568.1	.	+	snoU13	104
3	73131138	73131241	ENSG00000238416.1	.	+	snoU13	104
3	100920676	100920779	ENSG00000238312.1	.	+	snoU13	104
3	101220999	101221101	ENSG00000238525.1	.	+	snoU13	103
3	121310141	121310241	ENSG00000238670.1	.	+	snoU13	101
3	122469219	122469322	ENSG00000238480.1	.	+	snoU13	104
3	125164905	125165007	ENSG00000238992.1	.	+	snoU13	103
3	128792139	128792241	ENSG00000252435.1	.	+	snoU13	103
3	128792938	128793045	ENSG00000238874.1	.	+	snoU13	108
3	131999462	131999522	ENSG00000238701.1	.	+	snoU13	61
3	149795281	149797904	ENSG00000243321.2	.	-	snoU13	1967
3	154047505	154047608	ENSG00000271922.1	.	+	snoU13	104
3	162896662	162896763	ENSG00000238398.1	.	-	snoU13	102
3	171411001	171411104	ENSG00000238359.1	.	+	snoU13	104
3	172692932	172693032	ENSG00000239141.1	.	-	snoU13	101
3	175457059	175457164	ENSG00000271842.1	.	+	snoU13	106
3	179332563	179332666	ENSG00000239096.1	.	-	snoU13	104
3	185160007	185160107	ENSG00000239146.1	.	+	snoU13	101
3	187141103	187141207	ENSG00000239093.1	.	+	snoU13	105
3	192251798	192251901	ENSG00000238902.1	.	-	snoU13	104
3	197066328	197066422	ENSG00000238491.1	.	-	snoU13	95
4	17530560	17530663	ENSG00000238536.1	.	+	snoU13	104
4	22351073	22351177	ENSG00000238383.1	.	+	snoU13	105
4	34967863	34967966	ENSG00000238694.1	.	-	snoU13	104
4	40870886	40870987	ENSG00000238351.1	.	-	snoU13	102
4	47307951	47308054	ENSG00000238301.1	.	-	snoU13	104
4	53376179	53376282	ENSG00000239068.1	.	+	snoU13	104
4	54989267	54989371	ENSG00000238753.1	.	-	snoU13	105
4	57860241	57860336	ENSG00000238579.1	.	+	snoU13	96
4	57972409	57972511	ENSG00000238541.1	.	-	snoU13	103
4	58358435	58358539	ENSG00000238925.1	.	-	snoU13	105
4	71677963	71678063	ENSG00000238318.1	.	+	snoU13	101
4	79561254	79561356	ENSG00000238816.1	.	+	snoU13	103
4	88689637	88689733	ENSG00000238652.1	.	-	snoU13	97
4	103780550	103780653	ENSG00000238948.1	.	-	snoU13	104
4	129677181	129677284	ENSG00000238802.1	.	+	snoU13	104
4	142218928	142219032	ENSG00000238695.1	.	-	snoU13	105
4	169231843	169231946	ENSG00000238744.1	.	+	snoU13	104
4	178752503	178752589	ENSG00000252388.1	.	+	snoU13	87
4	184195614	184195717	ENSG00000238319.1	.	-	snoU13	104
4	184250451	184250554	ENSG00000238596.1	.	+	snoU13	104
4	184503348	184503454	ENSG00000239116.1	.	-	snoU13	107
4	186867237	186867340	ENSG00000239034.1	.	+	snoU13	104
5	18844006	18844109	ENSG00000238674.1	.	+	snoU13	104
5	31824686	31824789	ENSG00000238864.1	.	+	snoU13	104
5	50617817	50617919	ENSG00000238702.1	.	+	snoU13	103
5	55296346	55296449	ENSG00000238326.1	.	-	snoU13	104
5	56152975	56153078	ENSG00000238717.1	.	+	snoU13	104
5	57366015	57366118	ENSG00000238899.1	.	+	snoU13	104
5	65526957	65527060	ENSG00000238400.1	.	-	snoU13	104
5	68471651	68471754	ENSG00000238334.1	.	-	snoU13	104
5	68834988	68835091	ENSG00000238740.1	.	-	snoU13	104
5	70384459	70384562	ENSG00000238451.1	.	+	snoU13	104
5	76079921	76080024	ENSG00000238688.1	.	+	snoU13	104
5	79535306	79535408	ENSG00000239159.1	.	-	snoU13	103
5	118404992	118405095	ENSG00000239011.1	.	-	snoU13	104
5	118804654	118804750	ENSG00000239084.1	.	-	snoU13	97
5	118945897	118946000	ENSG00000239067.1	.	-	snoU13	104
5	122131820	122131922	ENSG00000252295.1	.	+	snoU13	103
5	122345237	122345335	ENSG00000239103.1	.	-	snoU13	99
5	133186548	133186648	ENSG00000238796.1	.	-	snoU13	101
5	137450891	137450993	ENSG00000238605.1	.	-	snoU13	103
5	137959168	137959271	ENSG00000238745.1	.	+	snoU13	104
5	149408912	149409015	ENSG00000238369.1	.	-	snoU13	104
5	149923152	149923251	ENSG00000239191.1	.	-	snoU13	100
5	170710663	170710717	ENSG00000252387.1	.	+	snoU13	55
5	174877819	174877921	ENSG00000239026.1	.	-	snoU13	103
6	1186753	1186855	ENSG00000238438.1	.	+	snoU13	103
6	4076623	4076707	ENSG00000252668.1	.	+	snoU13	85
6	4643996	4644088	ENSG00000238801.1	.	+	snoU13	93
6	7040693	7040779	ENSG00000251762.1	.	-	snoU13	87
6	11079248	11079346	ENSG00000238896.1	.	+	snoU13	99
6	18402182	18402283	ENSG00000238458.1	.	-	snoU13	102
6	25435508	25435590	ENSG00000238322.1	.	+	snoU13	83
6	34650575	34650679	ENSG00000239059.1	.	+	snoU13	105
6	34660557	34660660	ENSG00000238484.1	.	+	snoU13	104
6	37218980	37219082	ENSG00000238375.1	.	-	snoU13	103
6	42473238	42473344	ENSG00000238611.1	.	-	snoU13	107
6	74103636	74103736	ENSG00000238464.1	.	-	snoU13	101
6	76575681	76575783	ENSG00000239132.1	.	+	snoU13	103
6	88430633	88430736	ENSG00000238628.1	.	+	snoU13	104
6	90533014	90533115	ENSG00000238747.1	.	+	snoU13	102
6	101405036	101405139	ENSG00000238999.1	.	+	snoU13	104
6	108564659	108564762	ENSG00000238974.1	.	+	snoU13	104
6	109612458	109612561	ENSG00000238474.1	.	-	snoU13	104
6	111284669	111284772	ENSG00000238775.1	.	+	snoU13	104
6	111967530	111967630	ENSG00000239015.1	.	-	snoU13	101
6	112797928	112798029	ENSG00000239095.1	.	+	snoU13	102
6	114162001	114162089	ENSG00000238563.1	.	+	snoU13	89
6	128934346	128934452	ENSG00000238938.1	.	+	snoU13	107
6	134527549	134527652	ENSG00000238631.1	.	-	snoU13	104
6	150485720	150485822	ENSG00000238594.1	.	+	snoU13	103
6	151668162	151668247	ENSG00000238939.1	.	-	snoU13	86
6	157712343	157712431	ENSG00000252609.1	.	-	snoU13	89
6	163647942	163648037	ENSG00000239136.1	.	+	snoU13	96
7	2590504	2590599	ENSG00000238857.1	.	-	snoU13	96
7	4729111	4729214	ENSG00000238781.1	.	+	snoU13	104
7	5525026	5525132	ENSG00000238394.1	.	+	snoU13	107
7	23934647	23934753	ENSG00000238849.1	.	-	snoU13	107
7	24301228	24301333	ENSG00000239098.1	.	-	snoU13	106
7	29952144	29952248	ENSG00000238906.1	.	+	snoU13	105
7	33155178	33155242	ENSG00000252706.1	.	-	snoU13	65
7	37209283	37209384	ENSG00000238772.1	.	-	snoU13	102
7	52391494	52391585	ENSG00000238506.1	.	-	snoU13	92
7	54427585	54427688	ENSG00000238354.1	.	+	snoU13	104
7	56168352	56168445	ENSG00000238673.1	.	+	snoU13	94
7	65899494	65899605	ENSG00000252265.1	.	+	snoU13	112
7	66255341	66255451	ENSG00000238841.1	.	-	snoU13	111
7	75742116	75742214	ENSG00000238935.1	.	+	snoU13	99
7	77053000	77053105	ENSG00000238453.1	.	-	snoU13	106
7	87253473	87253574	ENSG00000238587.1	.	+	snoU13	102
7	90236318	90236422	ENSG00000238739.1	.	-	snoU13	105
7	94905898	94905996	ENSG00000238384.1	.	+	snoU13	99
7	98482613	98482713	ENSG00000238459.1	.	-	snoU13	101
7	99011601	99011701	ENSG00000239133.1	.	-	snoU13	101
7	110749324	110749413	ENSG00000238922.1	.	-	snoU13	90
7	128701585	128701688	ENSG00000238733.1	.	+	snoU13	104
7	129959119	129959222	ENSG00000238336.1	.	+	snoU13	104
7	129984255	129984358	ENSG00000239044.1	.	+	snoU13	104
7	136525840	136525943	ENSG00000238488.1	.	-	snoU13	104
7	137805834	137805937	ENSG00000239145.1	.	+	snoU13	104
7	137860931	137861028	ENSG00000238984.1	.	+	snoU13	98
7	138167225	138167328	ENSG00000239123.1	.	-	snoU13	104
7	140075363	140075466	ENSG00000238868.1	.	-	snoU13	104
7	151765985	151766090	ENSG00000239045.1	.	-	snoU13	106
7	152293008	152293115	ENSG00000238557.1	.	+	snoU13	108
8	9724417	9724520	ENSG00000239065.1	.	-	snoU13	104
8	9789230	9789333	ENSG00000238496.1	.	-	snoU13	104
8	21889861	21889963	ENSG00000238466.1	.	+	snoU13	103
8	27612549	27612639	ENSG00000238624.1	.	-	snoU13	91
8	42083151	42083252	ENSG00000238714.1	.	-	snoU13	102
8	59574800	59574903	ENSG00000238433.1	.	-	snoU13	104
8	71516767	71516872	ENSG00000238450.1	.	+	snoU13	106
8	76805035	76805139	ENSG00000238595.1	.	-	snoU13	105
8	85832053	85832148	ENSG00000238566.1	.	-	snoU13	96
8	92476263	92476367	ENSG00000239134.1	.	-	snoU13	105
8	95918245	95918347	ENSG00000238791.1	.	-	snoU13	103
8	102859484	102859588	ENSG00000238372.1	.	-	snoU13	105
8	103400754	103400863	ENSG00000238533.1	.	-	snoU13	110
8	104677523	104677622	ENSG00000238687.1	.	+	snoU13	100
8	113576104	113576205	ENSG00000238656.1	.	-	snoU13	102
8	123683530	123683633	ENSG00000238901.1	.	+	snoU13	104
8	124278882	124278985	ENSG00000238422.1	.	-	snoU13	104
9	5890150	5890256	ENSG00000238654.1	.	+	snoU13	107
9	6566332	6566425	ENSG00000252110.1	.	-	snoU13	94
9	19310689	19310786	ENSG00000238348.1	.	+	snoU13	98
9	30178473	30178575	ENSG00000239155.1	.	-	snoU13	103
9	38190404	38190504	ENSG00000238313.1	.	+	snoU13	101
9	75142152	75142255	ENSG00000238402.1	.	+	snoU13	104
9	78291823	78291928	ENSG00000238598.1	.	+	snoU13	106
9	86067188	86067290	ENSG00000238608.1	.	+	snoU13	103
9	94907365	94907468	ENSG00000238996.1	.	-	snoU13	104
9	96995760	96995863	ENSG00000238792.1	.	+	snoU13	104
9	97934777	97934880	ENSG00000238746.1	.	-	snoU13	104
9	117327530	117327632	ENSG00000238530.1	.	-	snoU13	103
9	131511637	131511740	ENSG00000239055.1	.	+	snoU13	104
9	133325241	133325342	ENSG00000238298.1	.	+	snoU13	102
9	135968439	135968538	ENSG00000238657.1	.	+	snoU13	100
9	140017961	140018060	ENSG00000238824.1	.	-	snoU13	100
9	140315596	140315690	ENSG00000272272.1	.	+	snoU13	95
10	12187662	12187765	ENSG00000238900.1	.	+	snoU13	104
10	15928357	15928464	ENSG00000239130.1	.	+	snoU13	108
10	16440654	16440758	ENSG00000238552.1	.	-	snoU13	105
10	23688460	23688528	ENSG00000238515.1	.	-	snoU13	69
10	27157094	27157193	ENSG00000238414.1	.	+	snoU13	100
10	43305675	43305778	ENSG00000238732.1	.	-	snoU13	104
10	57327499	57327602	ENSG00000238355.1	.	+	snoU13	104
10	59998418	59998521	ENSG00000238970.1	.	-	snoU13	104
10	68374995	68375096	ENSG00000239000.1	.	-	snoU13	102
10	70472715	70472835	ENSG00000251926.1	.	+	snoU13	121
10	73085085	73085188	ENSG00000238918.1	.	+	snoU13	104
10	75061539	75061642	ENSG00000238983.1	.	-	snoU13	104
10	90820788	90820888	ENSG00000238991.1	.	-	snoU13	101
10	101361537	101361637	ENSG00000238588.1	.	+	snoU13	101
10	101779351	101779456	ENSG00000238472.1	.	+	snoU13	106
10	103131609	103131709	ENSG00000239091.1	.	-	snoU13	101
10	106159563	106159661	ENSG00000238620.1	.	+	snoU13	99
10	112336118	112336219	ENSG00000239125.1	.	+	snoU13	102
10	116416269	116416353	ENSG00000238577.1	.	+	snoU13	85
11	3713273	3713375	ENSG00000238686.1	.	+	snoU13	103
11	9599575	9599678	ENSG00000238387.1	.	+	snoU13	104
11	47749098	47749189	ENSG00000252447.1	.	+	snoU13	92
11	57096333	57096435	ENSG00000238692.1	.	-	snoU13	103
11	65820615	65820699	ENSG00000238752.1	.	+	snoU13	85
11	65920092	65920196	ENSG00000238763.1	.	+	snoU13	105
11	66988379	66988487	ENSG00000238892.1	.	+	snoU13	109
11	71815120	71815216	ENSG00000238768.1	.	+	snoU13	97
11	82554927	82555027	ENSG00000238995.1	.	+	snoU13	101
11	85805234	85805337	ENSG00000238666.1	.	+	snoU13	104
11	92462496	92462581	ENSG00000239086.1	.	-	snoU13	86
11	93530379	93530479	ENSG00000238437.1	.	+	snoU13	101
11	100805005	100805109	ENSG00000238388.1	.	+	snoU13	105
11	101927694	101927748	ENSG00000252679.1	.	+	snoU13	55
11	101929036	101929139	ENSG00000239154.1	.	-	snoU13	104
11	114397851	114397954	ENSG00000238724.1	.	+	snoU13	104
11	115497800	115497903	ENSG00000239153.1	.	-	snoU13	104
11	116191061	116191162	ENSG00000238625.1	.	+	snoU13	102
11	122596916	122597019	ENSG00000239079.1	.	-	snoU13	104
11	126151552	126151649	ENSG00000238855.1	.	+	snoU13	98
11	133306833	133306934	ENSG00000238693.1	.	-	snoU13	102
12	31456651	31456750	ENSG00000238661.1	.	+	snoU13	100
12	31603104	31603207	ENSG00000239033.1	.	+	snoU13	104
12	49354521	49354619	ENSG00000238395.1	.	-	snoU13	99
12	58062727	58062822	ENSG00000238436.1	.	-	snoU13	96
12	63044955	63045058	ENSG00000238475.1	.	+	snoU13	104
12	64749542	64749645	ENSG00000238440.1	.	-	snoU13	104
12	65154648	65154753	ENSG00000238592.1	.	-	snoU13	106
12	66739499	66739602	ENSG00000238528.1	.	+	snoU13	104
12	77556706	77556805	ENSG00000238769.1	.	-	snoU13	100
12	92938668	92938763	ENSG00000238865.1	.	-	snoU13	96
12	93659405	93659508	ENSG00000238361.1	.	-	snoU13	104
12	93744392	93744492	ENSG00000239073.1	.	+	snoU13	101
12	100795923	100796028	ENSG00000238748.1	.	+	snoU13	106
12	101752526	101752627	ENSG00000238800.1	.	-	snoU13	102
12	102183593	102183693	ENSG00000238940.1	.	+	snoU13	101
12	104114720	104114822	ENSG00000238914.1	.	-	snoU13	103
12	120486234	120486332	ENSG00000272464.1	.	+	snoU13	99
12	128882977	128883067	ENSG00000238895.1	.	+	snoU13	91
12	131299898	131299995	ENSG00000238822.1	.	+	snoU13	98
13	20449327	20449425	ENSG00000238665.1	.	+	snoU13	99
13	21543457	21543555	ENSG00000238893.1	.	+	snoU13	99
13	22101939	22102039	ENSG00000238878.1	.	-	snoU13	101
13	40021252	40021353	ENSG00000238408.1	.	-	snoU13	102
13	41754117	41754223	ENSG00000238651.1	.	-	snoU13	107
13	45202705	45202809	ENSG00000238932.1	.	-	snoU13	105
13	46809805	46809908	ENSG00000238483.1	.	-	snoU13	104
13	57133758	57133859	ENSG00000238455.1	.	+	snoU13	102
13	95862598	95862702	ENSG00000238463.1	.	+	snoU13	105
13	97709633	97709734	ENSG00000238522.1	.	+	snoU13	102
13	98538063	98538166	ENSG00000238407.1	.	+	snoU13	104
13	100436308	100436411	ENSG00000238305.1	.	-	snoU13	104
13	103374152	103374255	ENSG00000238869.1	.	+	snoU13	104
13	111066552	111066653	ENSG00000238629.1	.	+	snoU13	102
14	20232066	20232166	ENSG00000238492.1	.	-	snoU13	101
14	36256065	36256168	ENSG00000238718.1	.	-	snoU13	104
14	45036116	45036209	ENSG00000238501.1	.	-	snoU13	94
14	73376145	73376231	ENSG00000238972.1	.	-	snoU13	87
14	74265718	74265821	ENSG00000238330.1	.	+	snoU13	104
14	82928432	82928532	ENSG00000238978.1	.	+	snoU13	101
14	96790045	96790124	ENSG00000238776.1	.	-	snoU13	80
14	102825136	102825239	ENSG00000239061.1	.	-	snoU13	104
14	103255828	103255928	ENSG00000238853.1	.	-	snoU13	101
15	20557339	20557434	ENSG00000239083.1	.	-	snoU13	96
15	22348678	22348778	ENSG00000238960.1	.	-	snoU13	101
15	25138894	25138995	ENSG00000238615.1	.	+	snoU13	102
15	33187401	33187502	ENSG00000238342.1	.	+	snoU13	102
15	40242907	40243009	ENSG00000238564.1	.	+	snoU13	103
15	40899410	40899510	ENSG00000238559.1	.	-	snoU13	101
15	43000890	43000990	ENSG00000239025.1	.	-	snoU13	101
15	43905880	43905983	ENSG00000238535.1	.	+	snoU13	104
15	44005342	44005445	ENSG00000238494.1	.	+	snoU13	104
15	45783782	45783885	ENSG00000238583.1	.	-	snoU13	104
15	56247899	56248002	ENSG00000238513.1	.	-	snoU13	104
15	57570768	57570871	ENSG00000239035.1	.	-	snoU13	104
15	58892331	58892434	ENSG00000239100.1	.	-	snoU13	104
15	59682407	59682516	ENSG00000238767.1	.	+	snoU13	110
15	65863311	65863411	ENSG00000238715.1	.	-	snoU13	101
15	65989171	65989274	ENSG00000238311.1	.	-	snoU13	104
15	92378609	92378706	ENSG00000238981.1	.	+	snoU13	98
15	102223718	102223819	ENSG00000238502.1	.	+	snoU13	102
16	11387067	11387170	ENSG00000238409.1	.	+	snoU13	104
16	11561497	11561585	ENSG00000272310.1	.	+	snoU13	89
16	18881488	18881591	ENSG00000238329.1	.	-	snoU13	104
16	21468647	21468750	ENSG00000238954.1	.	-	snoU13	104
16	21900888	21900991	ENSG00000238712.1	.	-	snoU13	104
16	22492795	22492898	ENSG00000239172.1	.	+	snoU13	104
16	28453987	28454090	ENSG00000238703.1	.	+	snoU13	104
16	28683554	28683657	ENSG00000238684.1	.	-	snoU13	104
16	28797731	28797834	ENSG00000238352.1	.	-	snoU13	104
16	29077576	29077679	ENSG00000238699.1	.	-	snoU13	104
16	29448818	29448921	ENSG00000238639.1	.	-	snoU13	104
16	29550583	29550686	ENSG00000239193.1	.	-	snoU13	104
16	30290569	30290672	ENSG00000239114.1	.	-	snoU13	104
16	47154830	47154932	ENSG00000238834.1	.	-	snoU13	103
16	48526309	48526412	ENSG00000239013.1	.	-	snoU13	104
16	48692292	48692396	ENSG00000239038.1	.	-	snoU13	105
16	50386100	50386203	ENSG00000238544.1	.	-	snoU13	104
16	53368474	53368576	ENSG00000238645.1	.	+	snoU13	103
16	58652579	58652668	ENSG00000239121.1	.	+	snoU13	90
16	62438155	62438258	ENSG00000238507.1	.	+	snoU13	104
16	68347142	68347243	ENSG00000238343.1	.	-	snoU13	102
16	69742475	69742578	ENSG00000238683.1	.	-	snoU13	104
16	70266882	70266985	ENSG00000238734.1	.	-	snoU13	104
16	82487925	82488023	ENSG00000238321.1	.	+	snoU13	99
16	87348326	87348429	ENSG00000239186.1	.	+	snoU13	104
17	1519486	1519589	ENSG00000238946.1	.	-	snoU13	104
17	2558973	2559076	ENSG00000239024.1	.	+	snoU13	104
17	4017902	4018004	ENSG00000238807.1	.	+	snoU13	103
17	7514499	7514591	ENSG00000251860.1	.	+	snoU13	93
17	7937805	7937902	ENSG00000238676.1	.	-	snoU13	98
17	15141102	15141200	ENSG00000238806.1	.	-	snoU13	99
17	18049866	18049969	ENSG00000238691.1	.	+	snoU13	104
17	28210024	28210127	ENSG00000239129.1	.	+	snoU13	104
17	33381407	33381513	ENSG00000238858.1	.	-	snoU13	107
17	45298008	45298091	ENSG00000252088.1	.	+	snoU13	84
17	47034012	47034115	ENSG00000238804.1	.	-	snoU13	104
17	48322257	48322365	ENSG00000239135.1	.	-	snoU13	109
17	49175535	49175639	ENSG00000238815.1	.	-	snoU13	105
17	59039151	59039254	ENSG00000238799.1	.	-	snoU13	104
17	65403959	65404062	ENSG00000238612.1	.	-	snoU13	104
17	74320277	74320380	ENSG00000238418.1	.	+	snoU13	104
17	77687493	77687588	ENSG00000239173.1	.	+	snoU13	96
17	80099539	80099649	ENSG00000238947.1	.	+	snoU13	111
17	80540381	80540476	ENSG00000238403.1	.	+	snoU13	96
